CustomerID,Age,Gender,CityTier,AnnualIncome,MembershipYears,RecencyDays,Frequency,AvgOrderValue,TotalSpend,PreferredCategory,DiscountSensitivity,OnlineEngagementScore,CartAbandonRate,ReturnsRate,SupportTickets,ChurnRisk
CUST100218,29,Female,Tier 2,66650,2.5,119,6,81.46,511.94,Electronics,0.41,48.4,0.53,0.37,0,Medium
CUST100219,35,Male,Tier 2,92334,2.0,21,5,102.32,501.27,Home & Furniture,0.31,51.8,0.64,0.11,2,Medium
CUST100220,60,Male,Tier 3,77709,3.1,30,14,72.11,1063.89,Home & Furniture,0.35,74.9,0.41,0.1,1,Low
CUST100221,18,Male,Tier 2,48831,0.8,101,4,43.18,170.19,Beauty,0.25,61.9,0.07,0.42,1,Medium
CUST100222,42,Male,Tier 1,54325,1.3,73,0,69.49,0.0,Electronics,0.39,42.8,0.63,0.09,1,Medium
CUST100223,18,Female,Tier 1,85340,1.1,1,4,88.39,332.73,Fashion,0.14,64.4,0.36,0.04,0,Medium
CUST100224,29,Female,Tier 2,40235,9.1,17,14,85.89,1170.32,Home & Furniture,0.4,66.1,0.25,0.1,1,Low
CUST100225,46,Female,Tier 2,93712,0.8,24,7,98.64,591.69,Electronics,0.32,54.2,0.3,0.03,1,Low
CUST100226,35,Female,Tier 1,64881,0.8,11,7,101.28,744.8,Fashion,0.42,67.1,0.35,0.13,0,Low
CUST100227,23,Male,Tier 1,93830,1.0,10,16,80.64,1423.82,Sports,0.36,100.0,0.6,0.17,0,Low
CUST100228,27,Female,Tier 3,64020,1.8,1,6,49.75,285.48,Fashion,0.28,79.1,0.5,0.2,0,Low
CUST100229,42,Male,Tier 1,70334,0.6,46,1,61.81,53.39,Sports,0.17,54.4,0.07,0.23,0,Medium
CUST100230,26,Male,Tier 2,47050,5.4,13,5,77.05,441.51,Electronics,0.48,60.5,0.33,0.03,1,Medium
CUST100231,37,Female,Tier 3,49663,0.7,2,3,87.73,244.53,Home & Furniture,0.32,72.6,0.16,0.43,1,Medium
CUST100232,35,Male,Tier 1,77709,5.0,11,12,73.02,778.09,Groceries,0.54,82.4,0.55,0.09,0,Low
CUST100233,27,Female,Tier 1,68188,0.2,72,8,69.91,537.43,Groceries,0.26,31.3,0.46,0.08,0,Medium
CUST100234,58,Male,Tier 2,58511,2.4,85,5,51.22,274.43,Sports,0.19,38.9,0.18,0.17,1,Medium
CUST100235,41,Female,Tier 3,54418,5.2,29,10,38.17,358.1,Electronics,0.12,71.2,0.32,0.03,0,Low
CUST100236,18,Female,Tier 2,54614,0.4,24,6,76.29,468.0,Beauty,0.29,38.2,0.57,0.09,0,Low
CUST100237,37,Female,Tier 3,17482,7.6,171,10,37.91,369.5,Home & Furniture,0.73,42.1,0.49,0.08,0,Medium
CUST100238,27,Female,Tier 1,75047,1.3,10,6,82.7,439.3,Fashion,0.12,52.6,0.26,0.05,0,Low
CUST100239,44,Female,Tier 2,45965,6.4,10,18,37.3,637.22,Beauty,0.18,81.9,0.24,0.32,0,Low
CUST100240,26,Male,Tier 2,35640,2.5,15,7,74.3,555.19,Fashion,0.34,59.1,0.34,0.07,0,Low
CUST100241,33,Male,Tier 3,23827,0.8,8,4,32.31,133.58,Beauty,0.28,53.7,0.61,0.17,0,Medium
CUST100242,40,Male,Tier 1,39709,0.5,21,2,61.1,108.26,Fashion,0.38,61.8,0.22,0.15,2,Medium
CUST100243,44,Female,Tier 3,34201,0.8,108,3,26.68,71.96,Beauty,0.47,42.0,0.47,0.37,0,Medium
CUST100244,21,Male,Tier 2,41637,0.2,42,6,51.84,324.17,Groceries,0.73,53.2,0.16,0.24,0,Low
CUST100245,31,Female,Tier 1,103558,0.3,23,7,110.67,847.53,Electronics,0.25,45.5,0.39,0.05,1,Low
CUST100246,29,Male,Tier 1,58134,0.2,122,5,73.35,350.19,Groceries,0.76,60.1,0.14,0.08,0,Medium
CUST100247,27,Male,Tier 3,54999,1.2,2,1,68.15,70.1,Electronics,0.66,43.7,0.44,0.04,5,Medium
CUST100248,54,Female,Tier 1,84808,3.5,10,7,98.09,618.79,Fashion,0.29,50.0,0.45,0.44,0,Low
CUST100249,39,Male,Tier 1,73959,0.3,37,4,64.67,244.04,Electronics,0.66,56.9,0.24,0.2,2,Medium
CUST100250,21,Male,Tier 1,63006,0.3,43,5,75.47,323.04,Electronics,0.2,46.5,0.54,0.18,0,Medium
CUST100251,45,Male,Tier 3,37484,2.3,1,6,52.94,343.2,Electronics,0.13,55.6,0.45,0.05,0,Low
CUST100252,58,Female,Tier 2,95316,0.5,23,2,102.91,199.71,Groceries,0.16,54.8,0.27,0.1,1,Medium
CUST100253,46,Female,Tier 2,96929,0.2,47,5,101.86,557.6,Groceries,0.33,51.4,0.46,0.04,0,Medium
CUST100254,18,Male,Tier 1,32912,0.4,53,4,28.33,120.4,Groceries,0.05,80.4,0.03,0.16,0,Medium
CUST100255,29,Male,Tier 2,39167,5.7,45,12,32.87,433.34,Fashion,0.16,68.6,0.58,0.08,2,Low
CUST100256,48,Male,Tier 2,60163,3.8,17,8,36.92,276.37,Home & Furniture,0.09,71.7,0.08,0.12,0,Low
CUST100257,27,Female,Tier 3,34438,1.0,4,3,60.96,165.6,Home & Furniture,0.77,32.3,0.22,0.16,0,Medium
CUST100258,39,Female,Tier 3,65707,2.3,25,4,87.17,398.04,Fashion,0.26,45.2,0.05,0.13,0,Medium
CUST100259,43,Male,Tier 1,60091,1.7,6,4,82.73,352.5,Beauty,0.58,44.4,0.37,0.16,1,Medium
CUST100260,24,Male,Tier 2,94571,2.5,132,8,103.41,910.18,Groceries,0.26,41.3,0.11,0.05,0,Medium
CUST100261,34,Male,Tier 1,91029,2.5,29,9,63.86,490.79,Home & Furniture,0.34,70.1,0.42,0.2,1,Low
CUST100262,18,Female,Tier 2,57026,2.2,17,4,52.12,199.38,Fashion,0.1,68.7,0.29,0.03,1,Medium
CUST100263,23,Female,Tier 1,83685,0.7,65,6,92.29,594.08,Electronics,0.23,59.6,0.09,0.1,0,Medium
CUST100264,32,Male,Tier 1,88706,0.1,31,5,95.95,419.01,Beauty,0.41,54.2,0.33,0.01,0,Medium
CUST100265,21,Male,Tier 1,54248,1.3,16,4,61.87,252.48,Beauty,0.1,48.8,0.19,0.21,0,Medium
CUST100266,52,Male,Tier 2,52108,4.9,75,13,68.96,877.4,Electronics,0.24,81.9,0.42,0.13,0,Medium
CUST100267,19,Female,Tier 1,65006,1.9,90,7,74.35,445.13,Fashion,0.39,79.9,0.16,0.2,0,Medium
CUST100268,30,Male,Tier 2,73509,3.9,50,9,83.07,688.41,Groceries,0.17,64.6,0.23,0.11,1,Low
CUST100269,36,Female,Tier 1,72903,10.5,2,13,71.17,865.48,Groceries,0.71,87.1,0.27,0.1,0,Low
CUST100270,50,Female,Tier 1,47614,0.4,37,8,74.41,525.96,Beauty,0.33,66.4,0.36,0.04,1,Low
CUST100271,19,Male,Tier 2,39149,2.6,64,5,46.16,239.91,Electronics,0.48,62.7,0.22,0.35,1,Medium
CUST100272,47,Male,Tier 1,73468,2.5,6,6,61.26,339.15,Fashion,0.32,47.4,0.55,0.31,0,Low
CUST100273,35,Male,Tier 1,68638,8.6,11,16,65.63,980.02,Electronics,0.48,75.0,0.47,0.34,0,Low
CUST100274,24,Female,Tier 2,91105,9.3,96,18,90.69,1827.45,Fashion,0.25,81.1,0.36,0.01,0,Medium
CUST100275,40,Female,Tier 1,47052,2.6,1,4,74.12,293.56,Electronics,0.13,72.4,0.59,0.15,1,Medium
CUST100276,37,Female,Tier 1,79900,0.6,62,6,85.95,499.01,Beauty,0.15,46.0,0.06,0.23,1,Medium
CUST100277,28,Female,Tier 1,94004,3.5,28,13,95.54,1325.44,Groceries,0.47,48.8,0.45,0.04,0,Low
CUST100278,35,Male,Tier 3,95886,0.2,26,8,81.18,729.25,Beauty,0.33,57.4,0.48,0.15,1,Low
CUST100279,30,Female,Tier 2,50720,3.3,1,7,74.05,444.49,Electronics,0.21,76.0,0.21,0.13,2,Low
CUST100280,36,Female,Tier 2,69245,5.3,77,8,67.92,534.92,Fashion,0.16,39.3,0.34,0.08,0,Medium
CUST100281,42,Male,Tier 2,73055,1.1,20,2,79.38,164.04,Fashion,0.3,37.9,0.37,0.02,0,Medium
CUST100282,52,Female,Tier 1,80318,2.2,35,12,109.13,1238.28,Fashion,0.39,72.4,0.14,0.23,0,Low
CUST100283,21,Female,Tier 1,62620,1.2,50,9,79.81,776.99,Beauty,0.5,61.6,0.45,0.12,0,Low
CUST100284,58,Female,Tier 2,77047,1.3,54,8,59.78,545.88,Fashion,0.5,67.7,0.52,0.42,1,Low
CUST100285,18,Female,Tier 1,17619,0.8,140,7,8.14,64.56,Electronics,0.64,35.3,0.3,0.14,0,Medium
CUST100286,33,Female,Tier 1,81477,3.2,34,9,86.93,727.44,Electronics,0.08,60.7,0.12,0.25,0,Low
CUST100287,41,Female,Tier 1,74671,6.1,22,11,64.03,646.51,Electronics,0.45,84.1,0.14,0.08,0,Low
CUST100288,38,Male,Tier 1,67195,6.2,138,10,85.72,974.85,Home & Furniture,0.3,41.9,0.2,0.19,0,Medium
CUST100289,28,Male,Tier 3,89043,0.4,46,7,94.84,655.64,Fashion,0.38,77.1,0.55,0.2,0,Low
CUST100290,32,Female,Tier 1,56651,4.6,15,8,69.69,508.73,Home & Furniture,0.27,51.7,0.36,0.03,0,Low
CUST100291,29,Male,Tier 2,50344,2.9,6,6,51.35,327.23,Home & Furniture,0.11,71.6,0.31,0.05,0,Low
CUST100292,28,Male,Tier 1,103047,0.6,83,3,131.99,370.36,Electronics,0.23,43.2,0.39,0.09,2,Medium
CUST100293,44,Male,Tier 3,43622,0.2,20,5,98.99,460.39,Electronics,0.31,44.3,0.49,0.25,1,Medium
CUST100294,38,Male,Tier 1,61297,0.7,48,5,66.9,372.56,Home & Furniture,0.39,49.2,0.37,0.35,1,Medium
CUST100295,27,Female,Tier 1,64153,5.4,28,8,78.76,566.28,Home & Furniture,0.44,69.7,0.81,0.04,3,Low
CUST100296,44,Female,Tier 2,78733,2.2,9,8,87.07,605.53,Fashion,0.16,65.0,0.3,0.06,1,Low
CUST100297,38,Male,Tier 2,64940,2.8,41,5,70.22,326.79,Electronics,0.37,69.3,0.54,0.22,1,Medium
CUST100298,43,Male,Tier 1,49932,0.7,2,1,49.13,50.71,Electronics,0.48,69.0,0.62,0.31,0,Medium
CUST100299,41,Male,Tier 1,62820,2.8,23,4,56.08,198.96,Fashion,0.41,41.5,0.4,0.05,0,Medium
CUST100300,25,Female,Tier 1,55067,0.1,35,4,48.86,193.77,Electronics,0.05,39.4,0.23,0.14,1,Medium
CUST100301,28,Female,Tier 1,65810,1.0,25,3,80.92,252.03,Fashion,0.38,37.8,0.23,0.04,1,Medium
CUST100302,43,Male,Tier 1,80865,2.2,62,9,79.59,791.25,Fashion,0.25,51.0,0.27,0.04,0,Medium
CUST100303,41,Female,Tier 2,69927,0.3,79,1,39.6,36.39,Electronics,0.25,57.4,0.29,0.03,0,Medium
CUST100304,34,Female,Tier 1,37631,3.8,66,8,58.03,508.44,Electronics,0.61,66.1,0.49,0.24,2,Medium
CUST100305,36,Female,Tier 1,89550,0.6,1,5,94.05,432.85,Beauty,0.54,53.4,0.24,0.11,0,Medium
CUST100306,49,Female,Tier 2,70146,2.3,9,7,98.66,727.24,Groceries,0.26,63.0,0.19,0.04,0,Low
CUST100307,28,Male,Tier 3,77121,1.1,34,9,89.86,791.92,Sports,0.3,81.5,0.12,0.26,0,Low
CUST100308,41,Female,Tier 2,70395,2.0,122,3,56.48,149.85,Fashion,0.17,66.7,0.56,0.11,0,Medium
CUST100309,32,Male,Tier 1,88623,0.3,81,5,60.41,321.47,Home & Furniture,0.11,55.0,0.31,0.23,3,Medium
CUST100310,32,Female,Tier 1,77197,0.0,83,9,73.54,605.82,Electronics,0.57,27.8,0.11,0.08,0,Medium
CUST100311,47,Female,Tier 3,84032,5.3,16,9,80.65,655.43,Groceries,0.68,70.0,0.31,0.1,1,Low
CUST100312,44,Female,Tier 1,83000,0.7,25,9,103.31,890.27,Electronics,0.66,76.7,0.23,0.14,0,Low
CUST100313,43,Female,Tier 1,71437,3.8,28,7,79.4,581.36,Electronics,0.83,63.9,0.47,0.09,1,Low
CUST100314,49,Male,Tier 2,106503,12.0,7,21,125.76,2430.21,Sports,0.48,100.0,0.05,0.12,1,Low
CUST100315,35,Female,Tier 2,76002,0.5,1,6,63.46,344.63,Groceries,0.31,66.2,0.22,0.22,1,Low
CUST100316,42,Female,Tier 2,73127,0.7,132,1,95.42,81.39,Sports,0.44,24.0,0.15,0.01,1,High
CUST100317,31,Female,Tier 1,45426,2.4,12,3,68.67,204.26,Fashion,0.41,44.2,0.27,0.01,0,Medium
CUST100318,38,Male,Tier 1,48010,7.4,12,18,29.73,523.68,Fashion,0.48,80.9,0.41,0.11,0,Low
CUST100319,33,Male,Tier 3,59468,5.4,3,13,89.4,1069.41,Fashion,0.36,88.5,0.44,0.25,0,Low
CUST100320,36,Male,Tier 1,73019,1.5,118,7,82.25,498.65,Home & Furniture,0.38,43.0,0.39,0.01,1,Medium
CUST100321,41,Female,Tier 2,51345,3.5,39,8,68.67,537.7,Groceries,0.5,67.6,0.19,0.16,1,Low
CUST100322,25,Female,Tier 2,58537,0.3,49,4,55.81,242.54,Sports,0.18,56.7,0.14,0.06,0,Medium
CUST100323,58,Male,Tier 2,97795,8.3,109,18,120.62,2311.38,Electronics,0.55,94.1,0.18,0.13,1,Medium
CUST100324,23,Male,Tier 1,77717,7.3,19,19,66.98,1410.37,Home & Furniture,0.48,85.6,0.25,0.18,1,Low
CUST100325,21,Female,Tier 1,43861,0.4,43,6,69.03,353.24,Fashion,0.07,36.6,0.05,0.09,1,Low
CUST100326,47,Female,Tier 2,62792,0.8,1,3,84.64,289.45,Electronics,0.48,63.7,0.12,0.19,1,Medium
CUST100327,43,Female,Tier 3,43710,0.2,9,10,41.81,398.21,Groceries,0.68,94.8,0.09,0.21,1,Low
CUST100328,41,Female,Tier 3,50421,0.7,80,2,91.77,210.54,Groceries,0.19,54.5,0.09,0.05,0,Medium
CUST100329,41,Male,Tier 1,64954,3.7,65,10,77.6,718.41,Electronics,0.55,54.0,0.19,0.15,0,Medium
CUST100330,34,Male,Tier 1,61002,1.0,19,5,80.64,399.76,Electronics,0.73,45.1,0.23,0.22,2,Medium
CUST100331,25,Female,Tier 3,28407,0.2,21,3,20.77,59.58,Fashion,0.43,42.5,0.09,0.23,1,Medium
CUST100332,35,Female,Tier 2,57702,0.9,34,7,99.85,668.71,Fashion,0.5,84.6,0.35,0.19,0,Low
CUST100333,27,Female,Tier 3,41709,8.8,1,12,36.39,481.52,Fashion,0.14,70.0,0.41,0.03,2,Low
CUST100334,45,Female,Tier 1,21269,2.2,12,4,53.1,228.1,Electronics,0.54,48.8,0.58,0.17,0,Medium
CUST100335,33,Female,Tier 2,96153,1.2,10,3,85.21,293.37,Electronics,0.42,53.1,0.48,0.17,0,Medium
CUST100336,25,Male,Tier 2,75597,0.4,12,2,73.71,152.44,Sports,0.6,49.0,0.23,0.06,2,Medium
CUST100337,31,Male,Tier 2,51626,9.4,73,20,74.85,1480.5,Sports,0.6,100.0,0.48,0.12,0,Medium
CUST100338,39,Male,Tier 1,71938,3.8,14,10,95.36,836.33,Groceries,0.45,56.4,0.35,0.04,0,Low
CUST100339,28,Male,Tier 1,46110,0.7,9,1,39.36,45.22,Sports,0.42,65.3,0.38,0.11,0,Medium
CUST100340,25,Female,Tier 2,86523,0.2,31,4,108.46,440.55,Home & Furniture,0.27,56.4,0.19,0.32,1,Medium
CUST100341,37,Female,Tier 1,104951,0.1,90,10,123.13,1305.35,Electronics,0.38,75.5,0.14,0.1,0,Medium
CUST100342,37,Male,Tier 2,63620,0.3,12,3,58.95,171.9,Electronics,0.69,73.8,0.28,0.06,2,Medium
CUST100343,29,Male,Tier 3,71023,1.9,3,9,103.17,941.82,Beauty,0.39,68.7,0.12,0.17,1,Low
CUST100344,29,Female,Tier 1,70755,5.8,19,9,57.11,582.23,Groceries,0.7,62.3,0.42,0.05,2,Low
CUST100345,37,Male,Tier 3,31738,1.5,61,4,37.08,133.48,Beauty,0.68,52.7,0.3,0.17,0,Medium
CUST100346,19,Female,Tier 1,56187,4.1,36,9,74.01,624.6,Beauty,0.23,63.3,0.28,0.16,0,Low
CUST100347,19,Female,Tier 2,55974,1.3,76,7,53.84,337.54,Fashion,0.35,36.5,0.56,0.15,2,Medium
CUST100348,27,Female,Tier 3,43618,2.7,144,6,60.31,393.58,Electronics,0.23,66.2,0.13,0.05,1,Medium
CUST100349,32,Male,Tier 1,64864,2.9,70,5,77.67,337.33,Electronics,0.63,55.9,0.1,0.16,2,Medium
CUST100350,38,Male,Tier 1,69554,0.4,41,3,75.16,197.18,Electronics,0.4,37.9,0.38,0.08,1,Medium
CUST100351,51,Female,Tier 1,74944,1.0,30,8,94.94,713.61,Electronics,0.41,38.2,0.24,0.12,1,Low
CUST100352,44,Female,Tier 1,74540,2.2,1,6,78.69,474.15,Fashion,0.54,34.0,0.35,0.05,2,Low
CUST100353,33,Male,Tier 2,40109,0.2,186,5,56.9,276.5,Electronics,0.82,50.6,0.49,0.13,1,Medium
CUST100354,34,Female,Tier 3,41693,1.0,21,8,71.94,496.93,Electronics,0.8,56.5,0.79,0.11,0,Low
CUST100355,23,Male,Tier 1,42077,1.7,7,6,66.92,456.63,Fashion,0.35,55.8,0.51,0.08,1,Low
CUST100356,34,Female,Tier 1,87200,12.0,49,15,104.46,1779.78,Fashion,0.71,81.0,0.3,0.07,0,Low
CUST100357,31,Male,Tier 1,30498,1.4,15,2,28.18,52.63,Fashion,0.58,46.3,0.19,0.07,1,Medium
CUST100358,38,Female,Tier 2,81964,3.7,39,10,96.18,1028.6,Fashion,0.55,72.7,0.36,0.0,0,Low
CUST100359,25,Male,Tier 1,90954,1.2,39,6,82.62,507.41,Groceries,0.86,59.2,0.22,0.17,0,Low
CUST100360,40,Male,Tier 2,56560,3.5,26,11,47.91,485.5,Sports,0.17,68.4,0.37,0.05,0,Low
CUST100361,51,Male,Tier 2,19543,2.0,81,4,35.21,130.79,Electronics,0.31,31.0,0.64,0.21,1,Medium
CUST100362,33,Male,Tier 2,52696,4.8,13,7,50.35,351.51,Electronics,0.68,52.9,0.83,0.19,1,Low
CUST100363,39,Female,Tier 1,70444,1.2,26,10,90.56,883.66,Beauty,0.31,74.6,0.35,0.09,0,Low
CUST100364,42,Female,Tier 2,44609,2.0,34,7,69.39,455.31,Groceries,0.49,52.4,0.22,0.04,0,Low
CUST100365,30,Male,Tier 1,58726,2.2,49,5,40.4,220.64,Home & Furniture,0.26,69.6,0.3,0.08,1,Medium
CUST100366,37,Male,Tier 1,98343,1.2,68,7,89.53,623.22,Electronics,0.31,85.4,0.28,0.31,0,Medium
CUST100367,35,Female,Tier 3,66968,0.3,22,4,53.91,225.66,Beauty,0.53,63.7,0.15,0.16,1,Medium
CUST100368,36,Female,Tier 2,43757,0.2,46,4,49.52,179.62,Sports,0.56,71.3,0.36,0.09,0,Medium
CUST100369,26,Female,Tier 1,37643,0.0,7,4,58.2,235.14,Groceries,0.29,65.9,0.19,0.05,1,Medium
CUST100370,35,Male,Tier 1,64113,4.5,121,11,69.79,725.77,Electronics,0.55,53.5,0.29,0.14,0,Medium
CUST100371,40,Male,Tier 1,68157,0.6,21,5,67.95,342.44,Beauty,0.35,60.3,0.36,0.1,0,Medium
CUST100372,50,Female,Tier 1,84931,0.5,58,8,110.28,956.57,Beauty,0.55,84.4,0.63,0.24,2,Low
CUST100373,45,Male,Tier 1,64364,2.9,1,12,39.06,506.53,Home & Furniture,0.41,67.6,0.58,0.04,1,Low
CUST100374,58,Female,Tier 1,88406,0.8,10,10,112.22,1073.12,Electronics,0.47,56.5,0.23,0.13,1,Low
CUST100375,26,Male,Tier 2,91232,1.6,30,5,87.86,464.9,Beauty,0.38,43.4,0.4,0.27,0,Medium
CUST100376,44,Female,Tier 2,78279,0.4,94,5,84.06,475.94,Electronics,0.13,48.0,0.52,0.05,1,Medium
CUST100377,37,Male,Tier 2,59934,7.1,33,9,62.03,579.32,Fashion,0.33,52.7,0.2,0.01,0,Low
CUST100378,59,Female,Tier 2,66303,4.2,119,12,98.4,1056.25,Groceries,0.46,82.2,0.38,0.08,2,Medium
CUST100379,26,Male,Tier 1,59979,4.4,29,9,51.52,488.68,Fashion,0.36,67.7,0.2,0.09,1,Low
CUST100380,25,Female,Tier 3,72251,1.1,30,10,80.39,708.61,Groceries,0.79,78.7,0.37,0.07,0,Low
CUST100381,28,Male,Tier 3,40908,3.2,5,10,62.0,689.21,Groceries,0.57,65.9,0.39,0.15,0,Low
CUST100382,18,Female,Tier 3,49014,0.3,73,6,36.68,221.18,Electronics,0.45,41.0,0.53,0.18,0,Medium
CUST100383,29,Female,Tier 3,53521,0.0,12,7,50.8,343.35,Groceries,0.46,47.1,0.62,0.17,0,Low
CUST100384,26,Female,Tier 3,42367,0.0,103,3,53.08,138.08,Sports,0.09,34.8,0.52,0.13,0,Medium
CUST100385,36,Female,Tier 2,35695,1.9,108,6,36.45,210.88,Electronics,0.47,55.4,0.53,0.15,0,Medium
CUST100386,38,Female,Tier 1,77013,1.3,129,4,71.94,322.57,Groceries,0.54,51.3,0.31,0.15,0,Medium
CUST100387,55,Female,Tier 2,66901,1.6,33,2,70.5,120.74,Fashion,0.26,57.9,0.15,0.04,0,Medium
CUST100388,45,Male,Tier 2,73004,0.0,50,3,90.58,269.67,Fashion,0.26,33.1,0.09,0.12,0,Medium
CUST100389,28,Female,Tier 2,47595,1.2,67,3,54.52,184.72,Fashion,0.16,49.3,0.5,0.18,1,Medium
CUST100390,25,Male,Tier 2,77974,2.8,6,8,101.15,783.67,Fashion,0.2,53.1,0.51,0.2,0,Low
CUST100391,40,Male,Tier 1,56218,1.3,41,6,51.88,304.57,Electronics,0.94,62.7,0.36,0.29,2,Low
CUST100392,20,Male,Tier 1,94816,2.9,1,12,80.23,985.45,Sports,0.58,79.6,0.6,0.09,1,Low
CUST100393,55,Male,Tier 3,31542,0.6,30,5,75.18,371.72,Groceries,0.47,42.9,0.29,0.08,0,Medium
CUST100394,47,Female,Tier 2,72625,3.7,7,9,70.65,572.63,Groceries,0.48,78.9,0.41,0.16,0,Low
CUST100395,29,Female,Tier 2,66157,2.0,9,9,55.47,427.12,Fashion,0.78,95.2,0.67,0.09,1,Low
CUST100396,18,Female,Tier 1,48879,0.5,20,4,34.6,142.96,Groceries,0.64,66.0,0.11,0.04,0,Medium
CUST100397,49,Male,Tier 1,83239,0.6,25,3,105.49,356.42,Fashion,0.09,51.5,0.3,0.06,0,Medium
CUST100398,33,Male,Tier 3,77231,2.2,43,14,79.24,978.35,Fashion,0.22,69.9,0.41,0.1,0,Low
CUST100399,48,Male,Tier 2,25297,3.9,3,9,37.28,306.43,Fashion,0.5,65.2,0.17,0.01,1,Low
CUST100400,18,Male,Tier 2,62249,1.2,31,8,69.49,534.28,Fashion,0.43,53.8,0.42,0.23,0,Low
CUST100401,28,Male,Tier 2,15000,0.7,9,3,47.69,156.32,Electronics,0.42,58.1,0.17,0.07,1,Medium
CUST100402,35,Male,Tier 2,42618,4.4,38,12,52.82,589.96,Groceries,0.15,56.5,0.37,0.11,1,Low
CUST100403,35,Male,Tier 1,99324,2.4,45,12,137.93,1844.87,Beauty,0.34,46.8,0.32,0.11,0,Low
CUST100404,30,Female,Tier 2,47527,1.3,36,7,61.61,373.69,Electronics,0.54,63.0,0.55,0.02,1,Low
CUST100405,41,Female,Tier 1,51270,1.5,60,8,78.65,712.43,Electronics,0.26,60.3,0.16,0.15,0,Low
CUST100406,23,Female,Tier 1,61637,0.5,18,13,83.44,1104.49,Fashion,0.13,67.3,0.2,0.1,1,Low
CUST100407,33,Female,Tier 2,96422,2.2,65,6,99.8,627.32,Sports,0.59,40.1,0.5,0.11,0,Medium
CUST100408,36,Female,Tier 3,22429,1.0,25,4,29.89,114.81,Beauty,0.12,59.0,0.15,0.12,0,Medium
CUST100409,40,Male,Tier 1,53076,12.0,29,13,69.21,975.85,Groceries,0.57,61.2,0.35,0.11,0,Low
CUST100410,42,Female,Tier 3,84753,1.4,46,4,98.28,353.8,Sports,0.38,51.7,0.4,0.11,0,Medium
CUST100411,22,Female,Tier 1,98238,1.5,1,8,93.28,645.25,Fashion,0.37,87.1,0.32,0.14,0,Low
CUST100412,18,Male,Tier 1,61338,1.8,47,7,73.61,499.12,Sports,0.56,67.1,0.48,0.02,0,Low
CUST100413,49,Male,Tier 1,53297,5.5,43,19,82.96,1743.49,Fashion,0.31,67.3,0.55,0.13,0,Low
CUST100414,38,Female,Tier 1,108925,3.5,16,9,141.82,1374.0,Fashion,0.66,51.1,0.43,0.14,0,Low
CUST100415,26,Male,Tier 2,85099,1.3,4,7,103.73,729.85,Groceries,0.26,65.4,0.13,0.21,2,Low
CUST100416,52,Female,Tier 1,89021,2.8,4,3,122.13,374.32,Fashion,0.48,39.1,0.25,0.23,2,Medium
CUST100417,36,Female,Tier 2,45776,1.9,115,8,48.71,346.41,Groceries,0.26,30.5,0.21,0.05,0,Medium
CUST100418,47,Male,Tier 3,58917,1.5,52,9,79.63,789.92,Fashion,0.45,69.2,0.44,0.09,2,Low
CUST100419,35,Male,Tier 1,67113,0.5,6,4,96.01,417.1,Groceries,0.52,61.3,0.23,0.01,1,Medium
CUST100420,57,Male,Tier 2,74755,1.4,19,5,68.85,360.41,Fashion,0.47,63.5,0.08,0.19,0,Medium
CUST100421,54,Male,Tier 1,103718,0.6,40,6,99.15,588.87,Electronics,0.16,61.2,0.56,0.21,0,Low
CUST100422,32,Male,Tier 2,74629,5.4,81,13,108.26,1603.48,Beauty,0.6,67.1,0.17,0.13,0,Medium
CUST100423,45,Female,Tier 1,54607,0.9,2,4,50.88,226.66,Beauty,0.62,49.9,0.29,0.27,0,Medium
CUST100424,42,Male,Tier 1,97576,6.7,12,16,81.2,1355.49,Sports,0.51,87.0,0.42,0.22,0,Low
CUST100425,50,Male,Tier 1,81636,1.7,99,8,110.95,853.46,Home & Furniture,0.25,74.5,0.25,0.02,1,Medium
CUST100426,24,Male,Tier 1,77967,2.2,1,4,102.92,426.26,Home & Furniture,0.34,51.9,0.27,0.42,1,Medium
CUST100427,42,Female,Tier 1,99197,1.7,10,7,109.15,781.34,Groceries,0.54,50.8,0.85,0.06,0,Low
CUST100428,46,Male,Tier 2,44391,0.3,143,5,56.31,272.62,Electronics,0.3,32.1,0.22,0.21,0,Medium
CUST100429,18,Male,Tier 3,47555,1.0,42,5,53.05,249.87,Electronics,0.47,45.4,0.59,0.02,1,Medium
CUST100430,21,Female,Tier 3,39833,0.2,13,5,57.42,279.09,Fashion,0.12,61.1,0.21,0.09,1,Medium
CUST100431,18,Female,Tier 2,24978,2.1,3,7,64.51,461.58,Beauty,0.38,38.0,0.52,0.06,0,Low
CUST100432,32,Male,Tier 1,75040,1.3,1,7,86.11,589.77,Electronics,0.66,69.2,0.16,0.18,0,Low
CUST100433,42,Female,Tier 1,118008,3.3,12,9,150.84,1261.27,Sports,0.13,74.5,0.14,0.08,0,Low
CUST100434,51,Male,Tier 1,43278,0.5,95,7,42.6,321.55,Groceries,0.17,32.9,0.48,0.12,1,Medium
CUST100435,35,Male,Tier 1,69418,0.4,24,8,77.55,626.26,Home & Furniture,0.25,51.8,0.22,0.04,0,Low
CUST100436,52,Male,Tier 2,78329,1.1,57,5,79.68,346.73,Electronics,0.09,55.3,0.71,0.11,1,Medium
CUST100437,19,Male,Tier 2,55815,5.7,112,11,50.24,530.81,Fashion,0.19,59.1,0.33,0.05,0,Medium
