CustomerID,Age,Gender,CityTier,AnnualIncome,MembershipYears,RecencyDays,Frequency,AvgOrderValue,TotalSpend,PreferredCategory,DiscountSensitivity,OnlineEngagementScore,CartAbandonRate,ReturnsRate,SupportTickets,ChurnRisk,Segment,PC1,PC2,SegmentName
CUST100295,27,Female,Tier 1,64153,5.4,28,8,78.76,566.28,Home & Furniture,0.44,69.7,0.81,0.04,3,Low,2,1.1698483339061096,-0.6860012141873141,Champions (High-Value Loyal)
CUST100296,44,Female,Tier 2,78733,2.2,9,8,87.07,605.53,Fashion,0.16,65.0,0.3,0.06,1,Low,1,0.9503216764121376,0.509016858283641,Mainstream Regulars
CUST100297,38,Male,Tier 2,64940,2.8,41,5,70.22,326.79,Electronics,0.37,69.3,0.54,0.22,1,Medium,1,-0.2280792162944263,-0.1983517964073765,Mainstream Regulars
CUST100298,43,Male,Tier 1,49932,0.7,2,1,49.13,50.71,Electronics,0.48,69.0,0.62,0.31,0,Medium,3,-2.037557541771004,-0.6552417587629366,Budget-Conscious / New
CUST100299,41,Male,Tier 1,62820,2.8,23,4,56.08,198.96,Fashion,0.41,41.5,0.4,0.05,0,Medium,3,-1.4050464323197585,-0.0618460506104373,Budget-Conscious / New
CUST100300,25,Female,Tier 1,55067,0.1,35,4,48.86,193.77,Electronics,0.05,39.4,0.23,0.14,1,Medium,3,-2.175500599582078,0.0528563085426374,Budget-Conscious / New
CUST100301,28,Female,Tier 1,65810,1.0,25,3,80.92,252.03,Fashion,0.38,37.8,0.23,0.04,1,Medium,1,-1.4848942632165782,1.1271834233823588,Mainstream Regulars
CUST100302,43,Male,Tier 1,80865,2.2,62,9,79.59,791.25,Fashion,0.25,51.0,0.27,0.04,0,Medium,1,0.8856445975921736,0.7731725465164382,Mainstream Regulars
CUST100303,41,Female,Tier 2,69927,0.3,79,1,39.6,36.39,Electronics,0.25,57.4,0.29,0.03,0,Medium,3,-2.378890965960305,0.2101857956976877,Budget-Conscious / New
CUST100304,34,Female,Tier 1,37631,3.8,66,8,58.03,508.44,Electronics,0.61,66.1,0.49,0.24,2,Medium,3,-0.0623963357090407,-1.5316041153089082,Budget-Conscious / New
CUST100305,36,Female,Tier 1,89550,0.6,1,5,94.05,432.85,Beauty,0.54,53.4,0.24,0.11,0,Medium,1,-0.0163754810560979,1.6857577105549095,Mainstream Regulars
CUST100306,49,Female,Tier 2,70146,2.3,9,7,98.66,727.24,Groceries,0.26,63.0,0.19,0.04,0,Low,1,0.9985813938367452,0.687264969399962,Mainstream Regulars
CUST100307,28,Male,Tier 3,77121,1.1,34,9,89.86,791.92,Sports,0.3,81.5,0.12,0.26,0,Low,1,1.544303158661828,0.412696999623944,Mainstream Regulars
CUST100308,41,Female,Tier 2,70395,2.0,122,3,56.48,149.85,Fashion,0.17,66.7,0.56,0.11,0,Medium,0,-1.2668485036271246,0.1804986328297058,At-Risk / Dormant
CUST100309,32,Male,Tier 1,88623,0.3,81,5,60.41,321.47,Home & Furniture,0.11,55.0,0.31,0.23,3,Medium,1,-0.8470674442708149,1.048323172781291,Mainstream Regulars
CUST100310,32,Female,Tier 1,77197,0.0,83,9,73.54,605.82,Electronics,0.57,27.8,0.11,0.08,0,Medium,0,-0.5239841768051994,1.3718099538828177,At-Risk / Dormant
CUST100311,47,Female,Tier 3,84032,5.3,16,9,80.65,655.43,Groceries,0.68,70.0,0.31,0.1,1,Low,2,1.8093329644460108,-0.1643006561628911,Champions (High-Value Loyal)
CUST100312,44,Female,Tier 1,83000,0.7,25,9,103.31,890.27,Electronics,0.66,76.7,0.23,0.14,0,Low,1,1.8139880719706143,1.0749598322813052,Mainstream Regulars
CUST100313,43,Female,Tier 1,71437,3.8,28,7,79.4,581.36,Electronics,0.83,63.9,0.47,0.09,1,Low,1,0.7660131938543138,0.0023398606854455,Mainstream Regulars
CUST100314,49,Male,Tier 2,106503,12.0,7,21,125.76,2430.21,Sports,0.48,100.0,0.05,0.12,1,Low,2,9.211003768115338,-0.7884265564107343,Champions (High-Value Loyal)
CUST100315,35,Female,Tier 2,76002,0.5,1,6,63.46,344.63,Groceries,0.31,66.2,0.22,0.22,1,Low,1,-0.3590149874720236,0.1776409375191953,Mainstream Regulars
CUST100316,42,Female,Tier 2,73127,0.7,132,1,95.42,81.39,Sports,0.44,24.0,0.15,0.01,1,High,0,-2.3416040454561977,2.507339612379261,At-Risk / Dormant
CUST100317,31,Female,Tier 1,45426,2.4,12,3,68.67,204.26,Fashion,0.41,44.2,0.27,0.01,0,Medium,3,-1.6262402723553795,-0.1760580144243035,Budget-Conscious / New
CUST100318,38,Male,Tier 1,48010,7.4,12,18,29.73,523.68,Fashion,0.48,80.9,0.41,0.11,0,Low,2,2.229855689923102,-3.842954720222397,Champions (High-Value Loyal)
CUST100319,33,Male,Tier 3,59468,5.4,3,13,89.4,1069.41,Fashion,0.36,88.5,0.44,0.25,0,Low,2,3.246214940377236,-1.3317998035923106,Champions (High-Value Loyal)
CUST100320,36,Male,Tier 1,73019,1.5,118,7,82.25,498.65,Home & Furniture,0.38,43.0,0.39,0.01,1,Medium,0,-0.3894520104591903,1.1846345608423856,At-Risk / Dormant
CUST100321,41,Female,Tier 2,51345,3.5,39,8,68.67,537.7,Groceries,0.5,67.6,0.19,0.16,1,Low,3,0.384492321551639,-0.9276752397170268,Budget-Conscious / New
CUST100322,25,Female,Tier 2,58537,0.3,49,4,55.81,242.54,Sports,0.18,56.7,0.14,0.06,0,Medium,3,-1.5416780457843462,0.0045839941005779,Budget-Conscious / New
CUST100323,58,Male,Tier 2,97795,8.3,109,18,120.62,2311.38,Electronics,0.55,94.1,0.18,0.13,1,Medium,2,7.391796235586654,0.1057953415917726,Champions (High-Value Loyal)
CUST100324,23,Male,Tier 1,77717,7.3,19,19,66.98,1410.37,Home & Furniture,0.48,85.6,0.25,0.18,1,Low,2,4.856538582449683,-2.0278377656707334,Champions (High-Value Loyal)
CUST100325,21,Female,Tier 1,43861,0.4,43,6,69.03,353.24,Fashion,0.07,36.6,0.05,0.09,1,Low,3,-1.5780211711590433,0.141715178765701,Budget-Conscious / New
CUST100326,47,Female,Tier 2,62792,0.8,1,3,84.64,289.45,Electronics,0.48,63.7,0.12,0.19,1,Medium,1,-0.8009258988305852,0.5827373586623877,Mainstream Regulars
CUST100327,43,Female,Tier 3,43710,0.2,9,10,41.81,398.21,Groceries,0.68,94.8,0.09,0.21,1,Low,3,0.0850630545358616,-2.120108236568315,Budget-Conscious / New
CUST100328,41,Female,Tier 3,50421,0.7,80,2,91.77,210.54,Groceries,0.19,54.5,0.09,0.05,0,Medium,0,-1.5741888096267675,0.930355236119114,At-Risk / Dormant
CUST100329,41,Male,Tier 1,64954,3.7,65,10,77.6,718.41,Electronics,0.55,54.0,0.19,0.15,0,Medium,1,0.9517695121294828,-0.1245688146144891,Mainstream Regulars
CUST100330,34,Male,Tier 1,61002,1.0,19,5,80.64,399.76,Electronics,0.73,45.1,0.23,0.22,2,Medium,1,-0.8619847500213256,0.67671894762228,Mainstream Regulars
CUST100331,25,Female,Tier 3,28407,0.2,21,3,20.77,59.58,Fashion,0.43,42.5,0.09,0.23,1,Medium,3,-3.2060727677519374,-1.491473542145171,Budget-Conscious / New
CUST100332,35,Female,Tier 2,57702,0.9,34,7,99.85,668.71,Fashion,0.5,84.6,0.35,0.19,0,Low,1,0.9278399031259688,0.2292568405347092,Mainstream Regulars
CUST100333,27,Female,Tier 3,41709,8.8,1,12,36.39,481.52,Fashion,0.14,70.0,0.41,0.03,2,Low,2,1.328854876866137,-3.408354757597038,Champions (High-Value Loyal)
CUST100334,45,Female,Tier 1,21269,2.2,12,4,53.1,228.1,Electronics,0.54,48.8,0.58,0.17,0,Medium,3,-1.9632987709946876,-1.404050222190098,Budget-Conscious / New
CUST100335,33,Female,Tier 2,96153,1.2,10,3,85.21,293.37,Electronics,0.42,53.1,0.48,0.17,0,Medium,1,-0.4571773100626659,1.7267721916002747,Mainstream Regulars
CUST100336,25,Male,Tier 2,75597,0.4,12,2,73.71,152.44,Sports,0.6,49.0,0.23,0.06,2,Medium,1,-1.542074088005425,1.1226050901999625,Mainstream Regulars
CUST100337,31,Male,Tier 2,51626,9.4,73,20,74.85,1480.5,Sports,0.6,100.0,0.48,0.12,0,Medium,2,5.384482790508493,-3.105101218130128,Champions (High-Value Loyal)
CUST100338,39,Male,Tier 1,71938,3.8,14,10,95.36,836.33,Groceries,0.45,56.4,0.35,0.04,0,Low,2,1.674158607294238,0.3249021322074613,Champions (High-Value Loyal)
CUST100339,28,Male,Tier 1,46110,0.7,9,1,39.36,45.22,Sports,0.42,65.3,0.38,0.11,0,Medium,3,-2.337569424759636,-0.9198919298100818,Budget-Conscious / New
CUST100340,25,Female,Tier 2,86523,0.2,31,4,108.46,440.55,Home & Furniture,0.27,56.4,0.19,0.32,1,Medium,1,-0.0650749077064275,2.1529632969652286,Mainstream Regulars
CUST100341,37,Female,Tier 1,104951,0.1,90,10,123.13,1305.35,Electronics,0.38,75.5,0.14,0.1,0,Medium,2,2.966089075663937,2.5249228182167203,Champions (High-Value Loyal)
CUST100342,37,Male,Tier 2,63620,0.3,12,3,58.95,171.9,Electronics,0.69,73.8,0.28,0.06,2,Medium,3,-1.1949608014839923,-0.1563419709873717,Budget-Conscious / New
CUST100343,29,Male,Tier 3,71023,1.9,3,9,103.17,941.82,Beauty,0.39,68.7,0.12,0.17,1,Low,1,1.7771099224514737,0.6309030850022271,Mainstream Regulars
CUST100344,29,Female,Tier 1,70755,5.8,19,9,57.11,582.23,Groceries,0.7,62.3,0.42,0.05,2,Low,2,1.0696014020098354,-1.0783810136505327,Champions (High-Value Loyal)
CUST100345,37,Male,Tier 3,31738,1.5,61,4,37.08,133.48,Beauty,0.68,52.7,0.3,0.17,0,Medium,3,-2.301879560191875,-1.3393533194320828,Budget-Conscious / New
CUST100346,19,Female,Tier 1,56187,4.1,36,9,74.01,624.6,Beauty,0.23,63.3,0.28,0.16,0,Low,1,0.8230632311664834,-0.742751282855011,Mainstream Regulars
CUST100347,19,Female,Tier 2,55974,1.3,76,7,53.84,337.54,Fashion,0.35,36.5,0.56,0.15,2,Medium,0,-1.3921810172845446,-0.0279564618942755,At-Risk / Dormant
CUST100348,27,Female,Tier 3,43618,2.7,144,6,60.31,393.58,Electronics,0.23,66.2,0.13,0.05,1,Medium,0,-0.7621669072051414,-0.7308449646376246,At-Risk / Dormant
CUST100349,32,Male,Tier 1,64864,2.9,70,5,77.67,337.33,Electronics,0.63,55.9,0.1,0.16,2,Medium,1,-0.4718141702439054,0.3345564030525739,Mainstream Regulars
CUST100350,38,Male,Tier 1,69554,0.4,41,3,75.16,197.18,Electronics,0.4,37.9,0.38,0.08,1,Medium,1,-1.7283077163986873,1.2243392227207155,Mainstream Regulars
CUST100351,51,Female,Tier 1,74944,1.0,30,8,94.94,713.61,Electronics,0.41,38.2,0.24,0.12,1,Low,1,0.2922312465085132,1.4181043082313167,Mainstream Regulars
CUST100352,44,Female,Tier 1,74540,2.2,1,6,78.69,474.15,Fashion,0.54,34.0,0.35,0.05,2,Low,1,-0.4244081112628453,0.9115799088610792,Mainstream Regulars
CUST100353,33,Male,Tier 2,40109,0.2,186,5,56.9,276.5,Electronics,0.82,50.6,0.49,0.13,1,Medium,0,-2.0824009059898905,-0.0017292544516874,At-Risk / Dormant
CUST100354,34,Female,Tier 3,41693,1.0,21,8,71.94,496.93,Electronics,0.8,56.5,0.79,0.11,0,Low,3,-0.4450391291455928,-0.5524091077235443,Budget-Conscious / New
CUST100355,23,Male,Tier 1,42077,1.7,7,6,66.92,456.63,Fashion,0.35,55.8,0.51,0.08,1,Low,3,-0.7132812112239398,-0.655730850379176,Budget-Conscious / New
CUST100356,34,Female,Tier 1,87200,12.0,49,15,104.46,1779.78,Fashion,0.71,81.0,0.3,0.07,0,Low,2,6.19333127732036,-0.9861729014047425,Champions (High-Value Loyal)
CUST100357,31,Male,Tier 1,30498,1.4,15,2,28.18,52.63,Fashion,0.58,46.3,0.19,0.07,1,Medium,3,-2.9153200375082906,-1.451437567521807,Budget-Conscious / New
CUST100358,38,Female,Tier 2,81964,3.7,39,10,96.18,1028.6,Fashion,0.55,72.7,0.36,0.0,0,Low,2,2.465637090046967,0.4351436977210584,Champions (High-Value Loyal)
CUST100359,25,Male,Tier 1,90954,1.2,39,6,82.62,507.41,Groceries,0.86,59.2,0.22,0.17,0,Low,1,0.2720049009694315,1.2684486991956505,Mainstream Regulars
CUST100360,40,Male,Tier 2,56560,3.5,26,11,47.91,485.5,Sports,0.17,68.4,0.37,0.05,0,Low,3,0.5709972705124666,-1.6250898027284275,Budget-Conscious / New
CUST100361,51,Male,Tier 2,19543,2.0,81,4,35.21,130.79,Electronics,0.31,31.0,0.64,0.21,1,Medium,3,-2.9862471222027938,-1.3225062850135174,Budget-Conscious / New
CUST100362,33,Male,Tier 2,52696,4.8,13,7,50.35,351.51,Electronics,0.68,52.9,0.83,0.19,1,Low,3,-0.3396970428268774,-1.3084875341529056,Budget-Conscious / New
CUST100363,39,Female,Tier 1,70444,1.2,26,10,90.56,883.66,Beauty,0.31,74.6,0.35,0.09,0,Low,1,1.6109395065158547,0.2680779986756444,Mainstream Regulars
CUST100364,42,Female,Tier 2,44609,2.0,34,7,69.39,455.31,Groceries,0.49,52.4,0.22,0.04,0,Low,3,-0.5898962785644228,-0.4994118905682781,Budget-Conscious / New
CUST100365,30,Male,Tier 1,58726,2.2,49,5,40.4,220.64,Home & Furniture,0.26,69.6,0.3,0.08,1,Medium,3,-1.008572918318231,-1.0403196532542751,Budget-Conscious / New
CUST100366,37,Male,Tier 1,98343,1.2,68,7,89.53,623.22,Electronics,0.31,85.4,0.28,0.31,0,Medium,1,1.3557059026478837,1.1620726415760598,Mainstream Regulars
CUST100367,35,Female,Tier 3,66968,0.3,22,4,53.91,225.66,Beauty,0.53,63.7,0.15,0.16,1,Medium,3,-1.2391186328018644,-0.0305635407114696,Budget-Conscious / New
CUST100368,36,Female,Tier 2,43757,0.2,46,4,49.52,179.62,Sports,0.56,71.3,0.36,0.09,0,Medium,3,-1.6316674521812011,-0.874376766185553,Budget-Conscious / New
CUST100369,26,Female,Tier 1,37643,0.0,7,4,58.2,235.14,Groceries,0.29,65.9,0.19,0.05,1,Medium,3,-1.598298166563643,-0.8000883769889489,Budget-Conscious / New
CUST100370,35,Male,Tier 1,64113,4.5,121,11,69.79,725.77,Electronics,0.55,53.5,0.29,0.14,0,Medium,0,0.9913284762034792,-0.3749827992854473,At-Risk / Dormant
CUST100371,40,Male,Tier 1,68157,0.6,21,5,67.95,342.44,Beauty,0.35,60.3,0.36,0.1,0,Medium,1,-0.7299127355827322,0.3152820309192919,Mainstream Regulars
CUST100372,50,Female,Tier 1,84931,0.5,58,8,110.28,956.57,Beauty,0.55,84.4,0.63,0.24,2,Low,1,1.978780663251963,1.3861820475809488,Mainstream Regulars
CUST100373,45,Male,Tier 1,64364,2.9,1,12,39.06,506.53,Home & Furniture,0.41,67.6,0.58,0.04,1,Low,3,0.6823085941355767,-1.6725546269266447,Budget-Conscious / New
CUST100374,58,Female,Tier 1,88406,0.8,10,10,112.22,1073.12,Electronics,0.47,56.5,0.23,0.13,1,Low,1,2.0342076086232304,1.744980403762351,Mainstream Regulars
CUST100375,26,Male,Tier 2,91232,1.6,30,5,87.86,464.9,Beauty,0.38,43.4,0.4,0.27,0,Medium,1,-0.1419273535396708,1.7077856680404986,Mainstream Regulars
CUST100376,44,Female,Tier 2,78279,0.4,94,5,84.06,475.94,Electronics,0.13,48.0,0.52,0.05,1,Medium,0,-0.6195706163547801,1.548531354071582,At-Risk / Dormant
CUST100377,37,Male,Tier 2,59934,7.1,33,9,62.03,579.32,Fashion,0.33,52.7,0.2,0.01,0,Low,2,0.930398859149713,-1.239809394148069,Champions (High-Value Loyal)
CUST100378,59,Female,Tier 2,66303,4.2,119,12,98.4,1056.25,Groceries,0.46,82.2,0.38,0.08,2,Medium,2,2.704374928436549,-0.1365562850430312,Champions (High-Value Loyal)
CUST100379,26,Male,Tier 1,59979,4.4,29,9,51.52,488.68,Fashion,0.36,67.7,0.2,0.09,1,Low,3,0.5334835291116108,-1.3923370955861023,Budget-Conscious / New
CUST100380,25,Female,Tier 3,72251,1.1,30,10,80.39,708.61,Groceries,0.79,78.7,0.37,0.07,0,Low,1,1.288440609588407,-0.0230181341247873,Mainstream Regulars
CUST100381,28,Male,Tier 3,40908,3.2,5,10,62.0,689.21,Groceries,0.57,65.9,0.39,0.15,0,Low,3,0.6393939347446584,-1.5618230946897818,Budget-Conscious / New
CUST100382,18,Female,Tier 3,49014,0.3,73,6,36.68,221.18,Electronics,0.45,41.0,0.53,0.18,0,Medium,3,-2.1203197784289776,-0.5385860955950136,Budget-Conscious / New
CUST100383,29,Female,Tier 3,53521,0.0,12,7,50.8,343.35,Groceries,0.46,47.1,0.62,0.17,0,Low,3,-1.3006983616241747,-0.3753265985498567,Budget-Conscious / New
CUST100384,26,Female,Tier 3,42367,0.0,103,3,53.08,138.08,Sports,0.09,34.8,0.52,0.13,0,Medium,0,-2.8232599451783837,0.1939398259314493,At-Risk / Dormant
CUST100385,36,Female,Tier 2,35695,1.9,108,6,36.45,210.88,Electronics,0.47,55.4,0.53,0.15,0,Medium,3,-1.813447169154252,-1.3664522587421466,Budget-Conscious / New
CUST100386,38,Female,Tier 1,77013,1.3,129,4,71.94,322.57,Groceries,0.54,51.3,0.31,0.15,0,Medium,0,-1.032512588450974,1.156052388933202,At-Risk / Dormant
CUST100387,55,Female,Tier 2,66901,1.6,33,2,70.5,120.74,Fashion,0.26,57.9,0.15,0.04,0,Medium,3,-1.4036544411643268,0.4782039450334889,Budget-Conscious / New
CUST100388,45,Male,Tier 2,73004,0.0,50,3,90.58,269.67,Fashion,0.26,33.1,0.09,0.12,0,Medium,1,-1.5524904789209992,1.920005124293553,Mainstream Regulars
CUST100389,28,Female,Tier 2,47595,1.2,67,3,54.52,184.72,Fashion,0.16,49.3,0.5,0.18,1,Medium,3,-2.0204816789018656,-0.2113335252191961,Budget-Conscious / New
CUST100390,25,Male,Tier 2,77974,2.8,6,8,101.15,783.67,Fashion,0.2,53.1,0.51,0.2,0,Low,1,1.2489602575421566,1.00760540964428,Mainstream Regulars
CUST100391,40,Male,Tier 1,56218,1.3,41,6,51.88,304.57,Electronics,0.94,62.7,0.36,0.29,2,Low,3,-0.9200169622778228,-0.6268953950349954,Budget-Conscious / New
CUST100392,20,Male,Tier 1,94816,2.9,1,12,80.23,985.45,Sports,0.58,79.6,0.6,0.09,1,Low,2,2.770005370339946,0.0945412184133961,Champions (High-Value Loyal)
CUST100393,55,Male,Tier 3,31542,0.6,30,5,75.18,371.72,Groceries,0.47,42.9,0.29,0.08,0,Medium,3,-1.5901469506771837,-0.1665547317307175,Budget-Conscious / New
CUST100394,47,Female,Tier 2,72625,3.7,7,9,70.65,572.63,Groceries,0.48,78.9,0.41,0.16,0,Low,2,1.3108195356096577,-0.7044609765948341,Champions (High-Value Loyal)
CUST100395,29,Female,Tier 2,66157,2.0,9,9,55.47,427.12,Fashion,0.78,95.2,0.67,0.09,1,Low,3,0.8504913633780998,-1.3431303792913027,Budget-Conscious / New
CUST100396,18,Female,Tier 1,48879,0.5,20,4,34.6,142.96,Groceries,0.64,66.0,0.11,0.04,0,Medium,3,-1.8225907316524756,-1.141672555363221,Budget-Conscious / New
CUST100397,49,Male,Tier 1,83239,0.6,25,3,105.49,356.42,Fashion,0.09,51.5,0.3,0.06,0,Medium,1,-0.4643057824235419,2.065043784868384,Mainstream Regulars
CUST100398,33,Male,Tier 3,77231,2.2,43,14,79.24,978.35,Fashion,0.22,69.9,0.41,0.1,0,Low,2,2.3060953541954325,-0.1603612305467674,Champions (High-Value Loyal)
CUST100399,48,Male,Tier 2,25297,3.9,3,9,37.28,306.43,Fashion,0.5,65.2,0.17,0.01,1,Low,3,-0.588897236317047,-2.7302344487635164,Budget-Conscious / New
CUST100400,18,Male,Tier 2,62249,1.2,31,8,69.49,534.28,Fashion,0.43,53.8,0.42,0.23,0,Low,1,-0.1416507555584693,0.0318513855785738,Mainstream Regulars
CUST100401,28,Male,Tier 2,15000,0.7,9,3,47.69,156.32,Electronics,0.42,58.1,0.17,0.07,1,Medium,3,-2.4273024182086704,-1.6002081290354078,Budget-Conscious / New
CUST100402,35,Male,Tier 2,42618,4.4,38,12,52.82,589.96,Groceries,0.15,56.5,0.37,0.11,1,Low,3,0.5780601684191594,-1.8358513290339973,Budget-Conscious / New
CUST100403,35,Male,Tier 1,99324,2.4,45,12,137.93,1844.87,Beauty,0.34,46.8,0.32,0.11,0,Low,2,4.061129494725516,2.721535840510989,Champions (High-Value Loyal)
CUST100404,30,Female,Tier 2,47527,1.3,36,7,61.61,373.69,Electronics,0.54,63.0,0.55,0.02,1,Low,3,-0.6588938580046899,-0.7194163853406494,Budget-Conscious / New
CUST100405,41,Female,Tier 1,51270,1.5,60,8,78.65,712.43,Electronics,0.26,60.3,0.16,0.15,0,Low,1,0.2374712442096825,-0.104996166278718,Mainstream Regulars
CUST100406,23,Female,Tier 1,61637,0.5,18,13,83.44,1104.49,Fashion,0.13,67.3,0.2,0.1,1,Low,2,1.8811556205882989,-0.1429826576552985,Champions (High-Value Loyal)
CUST100407,33,Female,Tier 2,96422,2.2,65,6,99.8,627.32,Sports,0.59,40.1,0.5,0.11,0,Medium,1,0.4532087607119238,2.1843764605821394,Mainstream Regulars
CUST100408,36,Female,Tier 3,22429,1.0,25,4,29.89,114.81,Beauty,0.12,59.0,0.15,0.12,0,Medium,3,-2.43594961645704,-1.9503215504264773,Budget-Conscious / New
CUST100409,40,Male,Tier 1,53076,12.0,29,13,69.21,975.85,Groceries,0.57,61.2,0.35,0.11,0,Low,2,3.1786501691434843,-2.502814840012396,Champions (High-Value Loyal)
CUST100410,42,Female,Tier 3,84753,1.4,46,4,98.28,353.8,Sports,0.38,51.7,0.4,0.11,0,Medium,1,-0.3032445455021929,1.7713199983575547,Mainstream Regulars
CUST100411,22,Female,Tier 1,98238,1.5,1,8,93.28,645.25,Fashion,0.37,87.1,0.32,0.14,0,Low,1,1.8164684207141828,0.8813807039695694,Mainstream Regulars
CUST100412,18,Male,Tier 1,61338,1.8,47,7,73.61,499.12,Sports,0.56,67.1,0.48,0.02,0,Low,1,0.0813115823693156,-0.1248261163367889,Mainstream Regulars
CUST100413,49,Male,Tier 1,53297,5.5,43,19,82.96,1743.49,Fashion,0.31,67.3,0.55,0.13,0,Low,2,4.434873718057408,-1.5251388944872404,Champions (High-Value Loyal)
CUST100414,38,Female,Tier 1,108925,3.5,16,9,141.82,1374.0,Fashion,0.66,51.1,0.43,0.14,0,Low,2,3.4323886430937853,2.9080481129299494,Champions (High-Value Loyal)
CUST100415,26,Male,Tier 2,85099,1.3,4,7,103.73,729.85,Groceries,0.26,65.4,0.13,0.21,2,Low,1,1.1992699052801818,1.3456538409554617,Mainstream Regulars
CUST100416,52,Female,Tier 1,89021,2.8,4,3,122.13,374.32,Fashion,0.48,39.1,0.25,0.23,2,Medium,1,0.0151242998312684,2.480294702986712,Mainstream Regulars
CUST100417,36,Female,Tier 2,45776,1.9,115,8,48.71,346.41,Groceries,0.26,30.5,0.21,0.05,0,Medium,0,-1.5883951838230097,-0.3882662399396964,At-Risk / Dormant
CUST100418,47,Male,Tier 3,58917,1.5,52,9,79.63,789.92,Fashion,0.45,69.2,0.44,0.09,2,Low,1,0.8617216438057778,-0.1338929931946033,Mainstream Regulars
CUST100419,35,Male,Tier 1,67113,0.5,6,4,96.01,417.1,Groceries,0.52,61.3,0.23,0.01,1,Medium,1,-0.3537552959305636,1.0489479511443338,Mainstream Regulars
CUST100420,57,Male,Tier 2,74755,1.4,19,5,68.85,360.41,Fashion,0.47,63.5,0.08,0.19,0,Medium,1,-0.3665202411282492,0.328834275261296,Mainstream Regulars
CUST100421,54,Male,Tier 1,103718,0.6,40,6,99.15,588.87,Electronics,0.16,61.2,0.56,0.21,0,Low,1,0.7655161960892324,2.132402462577928,Mainstream Regulars
CUST100422,32,Male,Tier 2,74629,5.4,81,13,108.26,1603.48,Beauty,0.6,67.1,0.17,0.13,0,Medium,2,3.938886087354217,0.3480477173302938,Champions (High-Value Loyal)
CUST100423,45,Female,Tier 1,54607,0.9,2,4,50.88,226.66,Beauty,0.62,49.9,0.29,0.27,0,Medium,3,-1.6466369539032082,-0.3477623144637786,Budget-Conscious / New
CUST100424,42,Male,Tier 1,97576,6.7,12,16,81.2,1355.49,Sports,0.51,87.0,0.42,0.22,0,Low,2,4.795416445874662,-0.8072581193991557,Champions (High-Value Loyal)
CUST100425,50,Male,Tier 1,81636,1.7,99,8,110.95,853.46,Home & Furniture,0.25,74.5,0.25,0.02,1,Medium,1,1.655272743230252,1.421880734204034,Mainstream Regulars
CUST100426,24,Male,Tier 1,77967,2.2,1,4,102.92,426.26,Home & Furniture,0.34,51.9,0.27,0.42,1,Medium,1,0.0110839214075075,1.431152373354171,Mainstream Regulars
CUST100427,42,Female,Tier 1,99197,1.7,10,7,109.15,781.34,Groceries,0.54,50.8,0.85,0.06,0,Low,1,1.293861988456425,2.141177881046384,Mainstream Regulars
CUST100428,46,Male,Tier 2,44391,0.3,143,5,56.31,272.62,Electronics,0.3,32.1,0.22,0.21,0,Medium,0,-2.348919636736409,0.3220957246579214,At-Risk / Dormant
CUST100429,18,Male,Tier 3,47555,1.0,42,5,53.05,249.87,Electronics,0.47,45.4,0.59,0.02,1,Medium,3,-1.72727515643926,-0.3734543669118675,Budget-Conscious / New
CUST100430,21,Female,Tier 3,39833,0.2,13,5,57.42,279.09,Fashion,0.12,61.1,0.21,0.09,1,Medium,3,-1.4534745813487762,-0.7511115756620451,Budget-Conscious / New
CUST100431,18,Female,Tier 2,24978,2.1,3,7,64.51,461.58,Beauty,0.38,38.0,0.52,0.06,0,Low,3,-1.2049325767828685,-1.01187703592655,Budget-Conscious / New
CUST100432,32,Male,Tier 1,75040,1.3,1,7,86.11,589.77,Electronics,0.66,69.2,0.16,0.18,0,Low,1,0.6736300885867221,0.4976184861801773,Mainstream Regulars
CUST100433,42,Female,Tier 1,118008,3.3,12,9,150.84,1261.27,Sports,0.13,74.5,0.14,0.08,0,Low,2,4.030292606917168,2.933282803762626,Champions (High-Value Loyal)
CUST100434,51,Male,Tier 1,43278,0.5,95,7,42.6,321.55,Groceries,0.17,32.9,0.48,0.12,1,Medium,0,-2.0317674711880613,-0.4189176897539257,At-Risk / Dormant
CUST100435,35,Male,Tier 1,69418,0.4,24,8,77.55,626.26,Home & Furniture,0.25,51.8,0.22,0.04,0,Low,1,0.058186159796694,0.6078797566341808,Mainstream Regulars
CUST100436,52,Male,Tier 2,78329,1.1,57,5,79.68,346.73,Electronics,0.09,55.3,0.71,0.11,1,Medium,1,-0.515396879313925,1.0388864273606846,Mainstream Regulars
CUST100437,19,Male,Tier 2,55815,5.7,112,11,50.24,530.81,Fashion,0.19,59.1,0.33,0.05,0,Medium,0,0.6417626961863271,-1.4828667281676615,At-Risk / Dormant
CUST100438,18,Female,Tier 1,61163,2.7,23,7,68.67,536.2,Sports,0.43,67.9,0.38,0.05,1,Low,1,0.3011632241523083,-0.4893461205397016,Mainstream Regulars
CUST100439,34,Male,Tier 1,46214,1.2,9,5,64.77,348.65,Fashion,0.15,57.4,0.21,0.42,2,Medium,3,-1.0456679498591357,-0.471269299332925,Budget-Conscious / New
CUST100440,39,Male,Tier 3,60790,1.6,32,7,78.52,520.49,Fashion,0.3,76.0,0.13,0.04,0,Low,1,0.3779195380952984,-0.2032361353541599,Mainstream Regulars
